timestamp,Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Event_ID,Window_Number
16420,-6.99,4.82,-4.33,1,2,2
16440,-6.84,3.6,-4.88,0,2,2
16460,-6.23,2.66,-6.58,0,2,2
16480,-6.77,2.79,-6.93,0,2,2
16500,-6.54,3.32,-5.82,0,2,2
16520,-6.13,3.01,-5.25,0,2,2
16540,-6.81,3.67,-5.67,0,2,2
16560,-6.79,4.02,-5.78,0,2,2
16580,-6.68,4.08,-5.67,0,2,2
16600,-6.9,3.36,-5.87,0,2,2
16620,-7.22,2.72,-6.01,0,2,2
16640,-6.79,2.1,-6.02,0,2,2
16660,-6.74,1.51,-6.47,0,2,2
16680,-6.23,0.8,-5.88,0,2,2
16700,-6.93,0.42,-6.11,0,2,2
16720,-6.68,0.82,-7.49,0,2,2
16740,-4.9,2.47,-4.91,0,2,2
16760,-3.77,3.45,-3.32,0,2,2
16780,-4.27,3.78,-2.74,0,2,2
16800,-5.35,4.33,-4.36,0,2,2
16820,-4.81,4.3,-3.66,0,2,2
16840,-4.36,3.63,-2.71,0,2,2
16860,-2.53,3.38,-0.62,0,2,2
16880,-4.07,3.22,-2.88,0,2,2
16900,-4.95,0.19,-5.87,0,2,2
16920,-4.5,-1.94,-6.29,0,2,2
16940,-5.48,-1.49,-6.5,0,2,2
16960,-5.34,0.32,-3.61,0,2,2
16980,-6.96,1.32,-3.11,0,2,2
17000,-6.96,1.61,-3.56,0,2,2
17020,-10.06,-0.59,-3.0,0,2,2
17040,-12.75,-3.94,-6.88,0,2,2
17060,-11.68,-7.47,-10.86,0,2,2
17080,-12.4,-13.1,-11.64,0,2,2
17100,-13.45,-12.95,-12.66,0,2,2
17120,-12.25,-7.76,-11.64,0,2,2
17140,-9.43,-0.65,-6.6,0,2,2
17160,-10.35,6.12,-2.66,0,2,2
17180,-10.16,12.49,5.7,0,2,2
17200,-5.22,14.48,10.22,0,2,2
17220,-11.67,9.98,11.41,0,2,2
17240,-15.11,6.1,4.52,0,2,2
17260,-5.14,0.59,14.34,0,2,2
17280,-2.44,-1.45,18.21,0,2,2
17300,-2.5,-0.04,19.62,0,2,2
17320,-3.1,1.01,19.62,0,2,2
17340,-2.64,1.08,19.62,0,2,2
17360,-0.76,-2.25,19.62,0,2,2
17380,-0.39,-3.51,17.5,0,2,2
17400,-1.96,0.74,14.79,0,2,2
17420,-2.18,0.46,12.61,0,2,2
17440,0.08,-2.24,9.91,0,2,2
17460,0.87,-2.28,8.62,0,2,2
17480,-0.59,-0.79,6.36,0,2,2
17500,0.3,0.67,5.44,0,2,2
17520,0.56,1.11,5.85,0,2,2
17540,-0.12,0.43,4.5,0,2,2
17560,-0.65,-1.4,3.11,0,2,2
17580,0.04,-2.4,3.07,0,2,2
17600,0.12,-3.35,3.71,0,2,2
17620,-0.17,-3.42,4.62,0,2,2
17640,-0.03,-3.65,5.72,0,2,2
17660,-1.13,-3.52,6.36,0,2,2
17680,-3.65,-3.83,7.19,0,2,2
17700,-4.39,-4.7,8.55,0,2,2
17720,-5.05,-5.48,9.32,0,2,2
17740,-5.25,-6.28,9.56,0,2,2
17760,-7.11,-6.56,9.17,0,2,2
17780,-7.95,-6.6,9.41,0,2,2
17800,-7.66,-6.56,8.27,0,2,2
17820,-7.59,-6.1,8.34,0,2,2
17840,-7.53,-5.24,7.55,0,2,2
17860,-7.46,-4.59,6.61,0,2,2
17880,-6.81,-4.15,5.96,0,2,2
17900,-6.55,-3.91,5.56,0,2,2
17920,-6.76,-3.8,5.09,0,2,2
17940,-5.93,-3.86,5.19,0,2,2
17960,-5.86,-3.34,4.88,0,2,2
17980,-5.54,-3.08,4.86,0,2,2
18000,-5.31,-2.8,5.2,0,2,2
18020,-5.15,-3.15,5.06,0,2,2
18040,-5.31,-3.52,4.84,0,2,2
18060,-5.53,-3.8,4.84,0,2,2
18080,-5.71,-4.24,5.51,0,2,2
18100,-5.39,-4.9,6.42,0,2,2
18120,-5.36,-5.56,6.67,0,2,2
18140,-5.13,-5.76,6.72,0,2,2
18160,-5.16,-5.55,6.72,0,2,2
18180,-5.08,-5.09,7.08,0,2,2
18200,-4.72,-4.67,7.67,0,2,2
18220,-4.91,-4.44,7.54,0,2,2
18240,-5.02,-4.49,7.46,0,2,2
18260,-5.03,-4.39,7.52,0,2,2
18280,-4.67,-4.15,7.62,0,2,2
18300,-4.44,-3.69,7.96,0,2,2
18320,-3.76,-3.28,8.37,0,2,2
18340,-3.98,-3.23,8.28,0,2,2
18360,-4.34,-3.59,7.86,0,2,2
18380,-4.85,-3.82,6.67,0,2,2
18400,-4.8,-3.84,6.57,0,2,2
